id,name,evo_from_id,image,weight,height,type
486,กิราตินา,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/1a16fdaf9e25191bd623a9ba290010a820687a73.png,750,4.5,ผี มังกร
487,เครเซเลีย,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/b55203b6d8f744d6cf9fd013be8d158d1c505c76.png,85.6,1.5,พลังจิต
488,ฟีโอเน,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/0b3d0a6b63c1d52eaf8cce331a95e7d5676aae13.png,3.1,0.4,น้ำ
489,มานาฟี,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/a152d107ddb35dda63f879eda326e0f391b5746b.png,1.4,0.3,น้ำ
490,ดาร์กไร,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/b42d945352da56b666f18921e82460bba81898c8.png,50.5,1.5,ความมืด
491,เชมิน,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/b841c39ff825aa872522556a84a32da17cab9146.png,2.1,0.2,หญ้า
492,อาร์เซอุส,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/1c86ad9c6ea2870346de2ecc1c4d2ffad244c9fc.png,320,3.2,ปกติ
493,วิคทินี,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/dee875dc781108a1a78575973be7a984a7d68161.png,4,0.4,พลังจิต ไฟ
494,สึทาจะ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/c95f08ee54a6d137323467bef5891d216e692e66.png,8.1,0.6,หญ้า
495,จาโนวี,494,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/b1409b57829ef8db3ff1ee2d076d483f99c9d077.png,16,0.8,หญ้า
496,จาโลดา,495,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/fa33acbef6766bfd3829d8ef803b058b19e5e76b.png,63,3.3,หญ้า
497,โพคาบู,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/da19a597632cf370f791ef7fac3753f560a1b2c7.png,9.9,0.5,ไฟ
498,จาโอบู,497,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/649b3c0f69e218d567e16e97253d7a20648c64bb.png,55.5,1,ไฟ ต่อสู้
499,เอ็นบูโอ,498,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/1cd28ab410622799104688403306c7d08481cc03.png,150,1.6,ไฟ ต่อสู้
500,มิจูมารุ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/4781cf224a92b952b90c5c54f7897f6870ce8f1e.png,5.9,0.5,น้ำ
501,ฟุตาจิมารุ,500,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/d5ab7b1f85abce36f339e724810299b8398b9c19.png,24.5,0.8,น้ำ
502,ไดเคนคิ,501,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/ae31ab484a7e6a02246162a218869ca07eb313df.png,94.6,1.5,น้ำ
503,มิเนซูมิ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/40253c8285a743847c453e827c3679384c90f809.png,11.6,0.5,ปกติ
504,มิรูฮอก,503,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/79ceae19f2bb89678a3f1093154ddb8675dac384.png,27,1.1,ปกติ
505,โยเทอรี,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/db1d1136071e4c949e5a72b8dcd832951261c85f.png,4.1,0.4,ปกติ
506,เฮอเดอเรีย,505,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/c1d3a315400ca09df7a136a99f6dae8a048737c5.png,14.7,0.9,ปกติ
507,มูแลนด์,506,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/3ad49ec1ba4e0f253e3e06342526b15a26b94fcb.png,61,1.2,ปกติ
508,โจโรเนโกะ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/c0cb468a31cb0b1cd34b6ad4c6c4c02de1d4c595.png,10.1,0.4,ความมืด
509,เลพัลดัส,508,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/322b3f833e407ecacd0ffad02f2366a6571a9694.png,37.5,1.1,ความมืด
510,ยานัปปุ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/c25f48da1d158d3ea91aecdcf51c76d51c813f32.png,10.5,0.6,หญ้า
511,ยานักกี,510,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/f92dd2546c461aaa9ae2d5b23fa4c0f423001b43.png,30.5,1.1,หญ้า
512,บาอปปุ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/400f7f86bc2c72506e64f0a72d4127b1df78439f.png,11,0.6,ไฟ
513,บาอกกี,512,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/6dc5d409e1859b7483ceb9fb4c330370ff926bba.png,28,1,ไฟ
514,ฮิยัปปุ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/1c210f9a05a30f7fd11b0c8a7a53b51b67aa6b7f.png,13.5,0.6,น้ำ
515,ฮิยักกี,514,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/eab31510354030b251bdccb1e197cc5698487ef9.png,29,1,น้ำ
516,มุนนะ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/2741d4fca8020f7af77a993dc97c7076097416b5.png,23.3,0.6,พลังจิต
517,มุชานา,516,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/773b1377f48e87f722ef14f2258ce4039a17cc44.png,60.5,1.1,พลังจิต
518,มาเมพาโตะ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/08569c067d1cd32fdc4cfe4c90dea542f499efb4.png,2.1,0.3,ปกติ บิน
519,ฮาโทโบ,518,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/8905a7c857f548a2e8a11c92919975506b8f7b3c.png,15,0.6,ปกติ บิน
520,เคนโฮโล,519,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/b94492deaefcc86ada0bd891761493c599bc3984.png,29,1.2,ปกติ บิน
521,ชิมามา,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/a0380ab915fb9363a8ac901c0fbec4bdbc64b666.png,29.8,0.8,ไฟฟ้า
522,ซีบรายกา,521,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/4ab6448b998e37191208cdc3662bd3d739c57d90.png,79.5,1.6,ไฟฟ้า
523,ดันโกโร,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/7c82f150c893f9c87b74d95d8da382958ff49f30.png,18,0.4,หิน
524,กันเทิล,523,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/75e53e1ce31cebcfc3a6e183146e8b9354d1a133.png,102,0.9,หิน
525,กิไกอาซ,524,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/90e51270734d57f8c38f7355e8acd29388e3f933.png,260,1.7,หิน
526,โคโรโมริ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/18cb78a471bb907e93820adb9053710af5e550e2.png,2.1,0.4,พลังจิต บิน
527,โคโคโรโมริ,526,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/3ed8d60664171759b5157c96e0fc0951efe5b0f6.png,10.5,0.9,พลังจิต บิน
528,โมกุริว,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/50900f0a398f5971589345312b17ba475f36668c.png,8.5,0.3,ดิน
529,โดริวซึ,528,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/f44eb698f802a20540ea999d7aa7d301d159506b.png,40.4,0.7,ดิน โลหะ
530,ทาบุนเนะ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/833d0a297a2a2da9bf5f5716f4ede3bbc0d50128.png,31,1.1,ปกติ
531,ด็อคโคเรอร์,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/065a1acb341a62db757dd55f88730a9c5e59ba2e.png,12.5,0.6,ต่อสู้
532,โดเท็คคทซึ,531,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/276efea41b8ea6a566dbb51a3c65582eca9f8ecf.png,40,1.2,ต่อสู้
533,โรบูชิน,532,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/073c92e8d29fea596c1885d9f7ecbd3bd6d2f9f1.png,87,1.4,ต่อสู้
534,โอทามาโร,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/69aa3915b724bf1725db2d5251ff0a58e39b9c97.png,4.5,0.5,น้ำ
535,กามาการุ,534,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/4216de014ca85c2c2c81241accf217e371f948ca.png,17,0.8,น้ำ ดิน
536,กามาเกโรเกะ,535,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/f2ff6d14c214a076b125e42291da5d61462fb2cf.png,62,1.5,น้ำ ดิน
537,นาเกคิ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/4e4f2fd67d78ade2f15c16c271a271c7506455d0.png,55.5,1.3,ต่อสู้
538,ดาเกคิ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/eea9b5dae0506e7a00642125391b398a5c7471d8.png,51,1.4,ต่อสู้
539,คูรูมีรุ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/f9a1983b877f502fa4ff160e47eb882b4b5a5f68.png,2.5,0.3,แมลง หญ้า
540,คูรูมายุ,539,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/6292853d0aaee114dca27697c06f6ec7ed675088.png,7.3,0.5,แมลง หญ้า
541,ฮาฮาโคโมริ,540,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/8d0adfb56ce85d090fc34b0370c578d29bda5485.png,20.5,1.2,แมลง หญ้า
542,ฟูชิเดะ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/b7a2e1c4b2c140412ae468a8b9ebcd9678243ba7.png,5.3,0.4,แมลง พิษ
543,วีกา,542,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/c306e50d93f2a7b5f3c5891cf528dd58f0c9d505.png,58.5,1.2,แมลง พิษ
544,เพนโดรา,543,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/b7d01da3f99b6af08a631f054352b1e752c0a82a.png,200.5,2.5,แมลง พิษ
545,โมนเมน,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/a1b26c2d3d1e4c86bf72e0f7f04e803a7c86ab02.png,0.6,0.3,หญ้า แฟรี่
546,เอลฟูน,545,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/51db1f9485915c397954484d590554325cab7621.png,6.6,0.7,หญ้า แฟรี่
547,จูริเน,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/7773fc363fc1668cc18ceb45cecd5afc2c9ac433.png,6.6,0.5,หญ้า
548,เดรเดีย,547,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/6000b1d710f8a1d1967ceffb4ad19e3dee6fbf71.png,16.3,1.1,หญ้า
549,บาสราโอ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/0b03c8202a6e153f949a9db2706ecba54737321d.png,18,1,น้ำ
550,เมะกุโรโกะ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/2b0e1359df5fbd6268f102e59fd8bb1ae39ae0f0.png,15.2,0.7,ดิน ความมืด
551,วารุวิล,550,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/5b91ecbeb182b8b514dd76d202678b8fc0e0af4f.png,33.4,1,ดิน ความมืด
552,วารุเวียล,551,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/8892641984b53913c621294dbe85ca6ec7103ff9.png,96.3,1.5,ดิน ความมืด
553,ดารุมักกะ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/a3bd097caf7a202d8c8db24da6a92aecd4f2d758.png,37.5,0.6,ไฟ
554,ฮิฮิดารุมะ,553,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/885a7de675821f21daf149636c9a1214b53be1d8.png,92.9,1.3,ไฟ
555,มาราคัจจิ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/477b1ae23e08a9e7a74117f594af3e7fbeb29798.png,28,1,หญ้า
556,อิชิซึไม,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/4d39cfb58d0644bc643a19ca29ced119dd6aa82a.png,14.5,0.3,แมลง หิน
557,อิวาพาเลซ,556,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/23a6e116c09a4fcfbb6dd12797a8a0c9e35452ea.png,200,1.4,แมลง หิน
558,ซึรุกกุ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/6662199ef18814db2e22bae20d67e04a3a72966f.png,11.8,0.6,ความมืด ต่อสู้
559,ซึรุซึคิน,558,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/871b12f945f4f644264b070d1849811f9f2ad256.png,30,1.1,ความมืด ต่อสู้
560,ซิมโบลา,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/1a647d33d1bb147e57880f9506c7772fee959fce.png,14,1.4,พลังจิต บิน
561,เดธมาส,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/4d84dfa13eeb9c857b46521e1c0ccb778cb05118.png,1.5,0.5,ผี
562,เดธคาน,561,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/a212573886f18131796d1ef9ce53ce6d3d6eef3e.png,76.5,1.7,ผี
563,โปรโตกา,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/b47314b559383865d29943d4bac97451a533fc75.png,16.5,0.7,น้ำ หิน
564,อบาโกรา,563,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/3b6eac91b21e2820c57c3ccea6ce0e6941c31d58.png,81,1.2,น้ำ หิน
565,อาเคน,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/473e9a55d58b76c605506ec374586d6f57e9c99d.png,9.5,0.5,หิน บิน
566,อาเคโอส,565,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/22de05e7bb36ffde0c4520238cf078027168f8e6.png,32,1.4,หิน บิน
567,ยาบุคุรอน,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/a0d42129ee9682ed51f601fded624d87131a2188.png,31,0.6,พิษ
568,ดัสต์ดาส,567,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/eb8c2a131a54e7d97e81cc45a59801f24d8abfd7.png,107.3,1.9,พิษ
569,โซรัว,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/d18ec337859cde104d62f59581460a4c6321e2b0.png,12.5,0.7,ความมืด
570,โซโรอาร์ค,569,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/d69b628e2eaffb69aef999d83997a62215a3f749.png,81.1,1.6,ความมืด
571,จิลามี,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/2966d06c1b23bfda20d34cfc45660fd1a6b2bb6c.png,5.8,0.4,ปกติ
572,จิลาจีโน,571,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/c184094b8fc7e9d377cba817aaca8cb8740695c7.png,7.5,0.5,ปกติ
573,โกธิมู,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/c5d54b1cc508dac32da37b5a3654c49a4a1ee12a.png,5.8,0.4,พลังจิต
574,โกธิมิรุ,573,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/e270c8a30b0b5cf5605f24cd98203fb25f3e76e1.png,18,0.7,พลังจิต
575,โกธิรูเซล,574,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/c2c91139b9e7cfc560da23d636a3af5fc419982a.png,44,1.5,พลังจิต
576,ยูนิรัน,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/4470501b17ac51adfbb14b9a0aa4d0bbac81ea38.png,1,0.3,พลังจิต
577,ดาบูลัน,576,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/3490db5e4338f226f9abb1f9c8221677e27c6ffa.png,8,0.6,พลังจิต
578,แลนคูลัส,577,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/2ff9af190923a0db448f841c4939438e5b533bfe.png,20.1,1,พลังจิต
579,โคอารูฮี,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/4770412ac2e9374d54fd962a5be5074b2f021c41.png,5.5,0.5,น้ำ บิน
580,สวอนนา,579,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/bb052aa6d1ae577b3ecad8865dcf316d75c0f25e.png,24.2,1.3,น้ำ บิน
581,วานิเพ็ตติ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/d00d73cd72c2aeb1f6de0acf463cad854107bbcd.png,5.7,0.4,น้ำแข็ง
582,วานิริช,581,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/be29c009e5a02190b11b28a9a396103c309a7455.png,41,1.1,น้ำแข็ง
583,ไบวานิลลา,582,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/a475d9661d5d6ee4b2d8670a51a8b85bafe58919.png,57.5,1.3,น้ำแข็ง
584,ชิคิจิกะ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/5e2cf0d899af0641a566ffc80c6abcace1e2d0ab.png,19.5,0.6,ปกติ หญ้า
585,เมบูคิจิกะ,584,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/db2a3f73947aac8b264b9faf7f298a3d54b767d9.png,92.5,1.9,ปกติ หญ้า
586,เอมอนกา,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/f0ce08a54cf47851169d5c6960ecc7bbc7fd1279.png,5,0.4,ไฟฟ้า บิน
587,คาบูรูโมะ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/88a159b759fd77e0fcc4b1f17ddb725635877c60.png,5.9,0.5,แมลง
588,ชูวัลโก,587,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/9e717420381941b3cbfaeef5653e13a8ff1a4995.png,33,1,แมลง โลหะ
589,ทามาเกะทาเคะ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/3ad8071d5915d5fe0d9fd6728c788f9e2052080a.png,1,0.2,หญ้า พิษ
590,โมโรบาเรรุ,589,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/0e85da4945fbe5276bfdf1569b9bf47ad0021a43.png,10.5,0.6,หญ้า พิษ
591,พูรูริล,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/73f31a43d0cd788311b92ab1a739136d9e228802.png,33,1.2,น้ำ ผี
592,บูรุนเจล,591,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/935ab51c0d6b3daea5c42f97920db56fccb626cf.png,135,2.2,น้ำ ผี
593,มามันโบ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/046c364aeeb7b1d5c0d865b4b477488c8ca1d801.png,31.6,1.2,น้ำ
594,บาชูรุ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/c8d944f4635d9244195951be138aedd6dd670802.png,0.6,0.1,แมลง ไฟฟ้า
595,เดนทูลา,594,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/184e143b71359d9010bf9cbcf6bf526202281ec0.png,14.3,0.8,แมลง ไฟฟ้า
596,เทสซีด,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/7902d965dec4b6ef5348ec0c8f40aa6c49bc11e6.png,18.8,0.6,หญ้า โลหะ
597,นัทเทรย์,596,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/e08e4d3e26cec97a86153675f117278a2c051ed5.png,110,1,หญ้า โลหะ
598,เกียร์,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/456dd9919e3435acb916099ae1703fd388898eef.png,21,0.3,โลหะ
599,กิเกียร์,598,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/643a526b322606329554a89294c986ff71099975.png,51,0.6,โลหะ
600,กิกิเกียร์,599,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/0e09345eebd712678d7f133886ec716382c9fa98.png,81,0.6,โลหะ
601,ชิบิชิราซึ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/c2dfb5de65a2006c86b077331e71ed15c7c57482.png,0.3,0.2,ไฟฟ้า
602,ชิบิบีล,601,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/ffe49d4631433e1819397d7b3b5a27ef7b90f9bf.png,22,1.2,ไฟฟ้า
603,ชิบิรูดอน,602,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/e9154df3b824fcbdf19587886db9fd6968047d10.png,80.5,2.1,ไฟฟ้า
604,ลีเกรย์,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/142cf386a916731784f80fee0b7864ad26198d36.png,9,0.5,พลังจิต
605,โอเบ็ม,604,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/15470de21b8f6bd60c27c9c7c37316ff451e3dc0.png,34.5,1,พลังจิต
606,ฮิโตโมชิ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/cb303ff7c350996e1f4a69673c2f1b423b3ef308.png,3.1,0.3,ผี ไฟ
607,แลมพูลา,606,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/fde113e99c40eb6dfa18a1ceb9be4b2df6a61e76.png,13,0.6,ผี ไฟ
608,แชนเดลา,607,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/6c591295dc0e5ce2d2a6835fc5e01f0123401a10.png,34.3,1,ผี ไฟ
609,คิบาโกะ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/364bf73185caeae816d1ce72c8a3b4947a243082.png,18,0.6,มังกร
610,โอโนนโดะ,609,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/b2396a29ff90be785d3b78d75fa5db24c2c253ba.png,36,1,มังกร
611,โอโนโนคุส,610,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/015a96ddbcb1163e2c31a4be04751fd0fd523bc6.png,105.5,1.8,มังกร
612,คูมะชุน,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/e4f0cef46058c997eb555070aee3a95a5c68673f.png,8.5,0.5,น้ำแข็ง
613,ทันแบร์,612,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/38000d24cc0fd4e72645d1deb707af2da861c69e.png,260,2.6,น้ำแข็ง
614,ฟรีจิโอ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/dfc5f83c407d257f098c0570645c7a081bf3bf0c.png,148,1.1,น้ำแข็ง
615,โชโบมากิ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/24f49690d1b395c1f7d74f681859c3a9a89e0bc6.png,7.7,0.4,แมลง
616,อกิลดา,615,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/1eaffcd047ae882324ca705986bd333a15e13256.png,25.3,0.8,แมลง
617,มักเกียว,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/661cea7873f3ac3c00ce39e4def3c82664a13d98.png,11,0.7,ดิน ไฟฟ้า
618,โคโจฟู,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/a5e37e37f124bbaf7e1031b52ac35e94cdc611f9.png,20,0.9,ต่อสู้
619,โคโจนโดะ,618,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/72e9960e3a648f2d3cad440bceefc520c6014e11.png,35.5,1.4,ต่อสู้
620,คริมแกน,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/742981ddf85105e43ec651f70bb9b4488dc0eeae.png,139,1.6,มังกร
621,โกบิท,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/b1f092b069ab90e469c7794bc3b7ab8a4b15eb0e.png,92,1,ดิน ผี
622,โกลูก,621,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/6bca54075e849ac580ce4981b51298d1546e81a2.png,330,2.8,ดิน ผี
623,โคมาทานา,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/d91d960991e5b1607aba9bc2c791851654582ada.png,10.2,0.5,ความมืด โลหะ
624,คิริคิซัน,623,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/5fec90c2ab3eb206d6d87b85fa48f3d895edf665.png,70,1.6,ความมืด โลหะ
625,บัฟฟรอน,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/40a5be6047781fa247fccdea74066096c575606d.png,94.6,1.6,ปกติ
626,วาชิบอน,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/dfff3482db4eef46b226545d495c1ee9489a3111.png,10.5,0.5,ปกติ บิน
627,วอร์เกิล,626,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/51a8ef5fe80e7fadf313c2da29be14d440ca4989.png,41,1.5,ปกติ บิน
628,วัลไจ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/e2b58116dd5ee0a2b1b8a91115ba471ff12ffe52.png,9,0.5,ความมืด บิน
629,วัลจีนา,628,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/e6c54076ac21ca45a8d745c6a8adf2a426f30a06.png,39.5,1.2,ความมืด บิน
630,คุยทาแรน,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/2fce1f6ab0824dadbf7bac201f471f8f73b9ad05.png,58,1.4,ไฟ
631,ไอแอนท์,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/134334e676d49d0ade99439cd9de73d7c8324f6f.png,33,0.3,แมลง โลหะ
632,โมโนซึ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/c9519391c07fd5e412de6c63933612d4b1634679.png,17.3,0.8,ความมืด มังกร
633,จิเฮด,632,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/a4489abc675f056cc9a20f5ab8e9e734f7a39051.png,50,1.4,ความมืด มังกร
634,ซาซันดรา,633,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/072285cb2f79f560e25fce81cc981a7432fa0123.png,160,1.8,ความมืด มังกร
635,เมลาร์วา,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/d6faebfa8e2d06c606414fa2ce8901c493d30ca2.png,28.8,1.1,แมลง ไฟ
636,อุลกามอธ,635,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/40bed77fa79926f97a5dbb32103449377879feca.png,46,1.6,แมลง ไฟ
637,โคบัลออน,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/131193172ac33d8fbb4c5efa3f4985287b366447.png,250,2.1,โลหะ ต่อสู้
638,เทราคิออน,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/9a1980e702ceeb122fd621c99fe3b144e07d3cd4.png,260,1.9,หิน ต่อสู้
639,วิริซิออน,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/dd6eeb37307ac3fe672f752ff39c13c96c438566.png,200,2,หญ้า ต่อสู้
640,ทอร์เนลอส,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/b6c824c7e946b1659359ffea302e87eb4afb342c.png,63,1.5,บิน
641,โวลโทลอส,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/801985228cc582056867b2e8edda88847539a876.png,61,1.5,ไฟฟ้า บิน
642,เรชิรัม,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/48118fd19743ec8e657bba40e25b47ae8c8ed387.png,330,3.2,มังกร ไฟ
643,เซครอม,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/c3e1c0fcd66e27795e93a2a10373ef65b3e2ebf4.png,345,2.9,มังกร ไฟฟ้า
644,แลนโดลอส,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/507a3f63c612c7b2d6eb57ff89939f0ed2547668.png,68,1.5,ดิน บิน
645,คิวเรม,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/89c4623193508f3dfd2efeeb98c9f6d2acfb3baa.png,325,3,มังกร น้ำแข็ง
646,เคลดิโอ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/c41f51f51ace34226b7bc11d8ebfcdae727c4955.png,48.5,1.4,น้ำ ต่อสู้
647,เมโลเอตตา,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/be66ca041d0dc553a53ec97224dd2acc17141aa0.png,6.5,0.6,ปกติ พลังจิต
